29707,ironshroud_mask,Ironshroud Mask,60,3,Custom NM Drop,643,"WAR/DRK/SAM/DRG",35,STR+5 / Attack+12,Haste+2,"A fearsome iron mask forged to resemble a snarling beast. Those who don it are said to take on the creature's ferocity."

REVISION NOTES (Batch 1 head)
  29707: Haste reduced from +3 to +2 (Haste+3 on a helm is too strong even at lv60)

--- BODY ---

ID,InternalName,DisplayName,LevelReq,PowerTier,Source,ModelID,Jobs,DEF,PrimaryStats,SecondaryStats,FlavorText
29708,pilgrims_coat,Pilgrim's Coat,20,1,Regular Drop,408,"WHM/RDM/SCH/GEO/PLD",25,MND+3 / MP+25,Divine Magic Skill+5,"A plain white coat bearing faded sigils of a forgotten faith. Worn by wandering healers across many regions."
29709,ember_plate,Ember Plate,40,3,Custom NM Drop,519,"WAR/PLD/DRG/RUN",46,HP+45 / VIT+5,Phalanx+3,"Battle-worn plate still faintly warm to the touch as though embers smoulder within the steel. Stolen from a fire cultist warlord."
29710,shadowweave_tunic,Shadowweave Tunic,62,4,Custom NM Drop,672,"THF/NIN/DNC/COR",40,DEX+6 / AGI+5,Haste+3% / Triple Attack+1% / CHR+2,"A tunic woven from threads that absorb ambient light. The wearer moves with unnerving silence. Proof of a master assassin."

REVISION NOTES (Batch 1 body)
  29710: Haste reduced from +4 to +3 (still Tier 4 body - kept Triple Attack+1%)

--- HANDS ---

ID,InternalName,DisplayName,LevelReq,PowerTier,Source,ModelID,Jobs,DEF,PrimaryStats,SecondaryStats,FlavorText
29711,stormcaller_mitts,Stormcaller Mitts,25,2,Regular Drop,421,"RNG/COR/BRD/BLU",16,AGI+3 / Ranged Accuracy+5,Wind Elemental Magic Accuracy+4,"Supple leather mitts reinforced with copper wire that crackles faintly in stormy weather. A scout's favoured tool."
29712,hammerfist_gauntlets,Hammerfist Gauntlets,50,3,Custom NM Drop,583,"MNK/PUP",30,STR+4 / H2H Skill+5,Subtle Blow+5,"Iron gauntlets engineered to convert raw force into surgical strikes. Built to humble rather than shatter."

REVISION NOTES (Batch 1 hands)
  29711: Ranged Accuracy trimmed from +7 to +5; Wind Ele Acc from +5 to +4

--- LEGS ---

ID,InternalName,DisplayName,LevelReq,PowerTier,Source,ModelID,Jobs,DEF,PrimaryStats,SecondaryStats,FlavorText
29713,dustwalker_subligar,Dustwalker Subligar,15,1,Regular Drop,417,"THF/RNG/NIN/DNC/BST/COR",17,HP+10 / Evasion+5,-,"Hardy leather legwear designed for those who spend long hours crossing rough terrain. Practical over pretty."
29714,crestfallen_slacks,Crestfallen Slacks,45,2,Regular Drop,554,"BLM/WHM/SMN/SCH/RDM/GEO",31,INT+4 / MND+4 / MP+20,Conserve MP+3,"Slacks lined with a faintly humming enchanted weave. The name comes from the forlorn look of the scholar who first wore them."

--- FEET ---

ID,InternalName,DisplayName,LevelReq,PowerTier,Source,ModelID,Jobs,DEF,PrimaryStats,SecondaryStats,FlavorText
29715,mudstrider_boots,Mudstrider Boots,20,2,Regular Drop,432,"THF/NIN/DNC/BST/RNG/COR/BRD",12,AGI+2 / Evasion+5,Movement Speed+10,"Lightweight boots with an unusually flexible sole that leaves almost no footprint. A poacher's best kept secret."
29716,gloamstone_sabots,Gloamstone Sabots,55,3,Custom NM Drop,612,"BLM/RDM/SCH/GEO",24,INT+5 / Enfeebling Magic Skill+8,Magic Accuracy+8,"Elegant sabots set with dull grey gemstones that pulse when a hex is cast. They sharpen the bite of debilitating magic."

--- ACCESSORIES ---

ID,InternalName,DisplayName,Slot,LevelReq,PowerTier,Source,ModelID,Jobs,DEF,PrimaryStats,SecondaryStats,FlavorText
29717,cinnabar_necklace,Cinnabar Necklace,NECK,30,2,Regular Drop,0,All Jobs,0,HP+20 / STR+3,VIT+2,"A necklace strung with polished crimson beads. A common talisman among mercenaries who can't afford proper armour."
29718,burnished_sash,Burnished Sash,WAIST,40,2,Regular Drop,0,"WHM/BLM/RDM/SMN/SCH/GEO/BLU/PLD",0,MP+25 / INT+3,MND+3,"A waist sash of golden-threaded fabric. Worn as a mark of scholarly achievement in several schools of arcane study."
29719,wanderers_mantle,Wanderer's Mantle,BACK,50,3,Custom NM Drop,503,All Jobs,8,AGI+4 / Evasion+6,Ranged Accuracy+6 / Dual Wield+1,"A well-travelled cape carrying the faint scent of distant lands. Light enough never to slow the wearer down."

REVISION NOTES (Batch 1 accessories)
  29719: AGI+5->+4 / EVA+8->+6 / RACC+8->+6 / Dual Wield+2->+1 (DW is powerful; capped at +1 going forward)

==============================================================
  BATCH 2 - OVERVIEW (IDs 29720-29779)  [NEW]
==============================================================

SuggestedItemID,InternalName,DisplayName,ItemType,EquipSlot,SlotBitmask,LevelReq,PowerTier,Source,ModelID,Jobs(Text),JobsBitmask
29720,ironwood_club,Ironwood Club,Weapon,MAIN+SUB,3,18,2,Regular Drop,413,"WHM/RDM/PLD/SCH/GEO/BLU",1624276
29721,vipersting_dagger,Vipersting Dagger,Weapon,MAIN+SUB,3,25,2,Regular Drop,468,"THF/NIN/RDM/COR/DNC/BRD",329264
29722,dustcleave_greataxe,Dustcleave Greataxe,Weapon,MAIN,1,35,2,Regular Drop,487,"WAR/DRK",129
29723,wraithreap_scythe,Wraithreap Scythe,Weapon,MAIN,1,50,3,Custom NM Drop,561,"DRK",128
29724,thornlance,Thornlance,Weapon,MAIN,1,40,2,Regular Drop,539,"DRG/WAR",8193
29725,ironknuckle_cestus,Ironknuckle Cestus,Weapon,MAIN+SUB,3,30,2,Regular Drop,476,"MNK/PUP",131074
29726,cobaltedge_sword,Cobaltedge Sword,Weapon,MAIN+SUB,3,45,2,Regular Drop,543,"WAR/PLD/RDM/NIN/BLU",37010
29727,ashlock_musket,Ashlock Musket,Weapon,RANGED,4,60,3,Custom NM Drop,673,"RNG/COR",66560
29728,ironbone_greataxe,Ironbone Greataxe,Weapon,MAIN,1,65,4,Custom NM Drop,748,"WAR/DRK",129
29729,reedwhisper_bow,Reedwhisper Bow,Weapon,RANGED,4,25,1,Regular Drop,440,"RNG/COR",66560
29730,fieldwarden_cap,Fieldwarden Cap,Armour,HEAD,16,12,1,Regular Drop,418,"BST/RNG/THF/DNC/COR",329008
29731,scholars_mortarboard,Scholar's Mortarboard,Armour,HEAD,16,28,2,Regular Drop,436,"SCH/BLM/WHM/SMN/GEO",1541140
29732,brigands_bandana,Brigand's Bandana,Armour,HEAD,16,42,2,Regular Drop,523,"THF/NIN/DNC/COR/RNG",333088
29733,templar_crown,Templar Crown,Armour,HEAD,16,55,3,Custom NM Drop,638,"WAR/PLD/RUN",2097217
29734,phantom_visor,Phantom Visor,Armour,HEAD,16,68,3,Custom NM Drop,721,"BLU/RDM/DNC",327956
29735,ashgrain_vest,Ashgrain Vest,Armour,BODY,32,15,1,Regular Drop,420,"THF/RNG/NIN/DNC/BST/COR",333088
29736,duskweave_robe,Duskweave Robe,Armour,BODY,32,30,2,Regular Drop,480,"BLM/SMN/SCH/GEO/RDM",1589272
29737,ironguard_hauberk,Ironguard Hauberk,Armour,BODY,32,48,2,Regular Drop,562,"WAR/DRK/DRG/SAM",10369
29738,cloistered_surcoat,Cloistered Surcoat,Armour,BODY,32,58,3,Custom NM Drop,659,"PLD/WHM/RDM/SCH",524372
29739,reavers_coat,Reaver's Coat,Armour,BODY,32,70,4,Custom NM Drop,756,"DRK/SAM/WAR",10369
29740,tanners_gloves,Tanner's Gloves,Armour,HANDS,64,12,1,Regular Drop,419,"BST/RNG/THF/DNC/COR/SAM",331120
29741,ember_mitts,Ember Mitts,Armour,HANDS,64,32,2,Regular Drop,486,"WAR/PLD/DRG/RUN/DRK",2105409
29742,spellthread_gloves,Spellthread Gloves,Armour,HANDS,64,48,2,Regular Drop,558,"WHM/BLM/RDM/SCH/GEO/SMN",1589276
29743,duelists_gages,Duelist's Gages,Armour,HANDS,64,60,3,Custom NM Drop,671,"RDM/BLU/COR",98352
29744,ironwill_gauntlets,Ironwill Gauntlets,Armour,HANDS,64,70,4,Custom NM Drop,752,"PLD/WAR/RUN",2097217
29745,herdsmans_trousers,Herdsman's Trousers,Armour,LEGS,128,12,1,Regular Drop,422,"BST/WHM/RDM/BRD",787
29746,pathfinder_slops,Pathfinder Slops,Armour,LEGS,128,28,2,Regular Drop,452,"RNG/COR/BST/DNC/THF",329264
29747,ironweave_cuisses,Ironweave Cuisses,Armour,LEGS,128,45,2,Regular Drop,536,"WAR/PLD/DRG/DRK/SAM/RUN",2107585
29748,shadowstep_hakama,Shadowstep Hakama,Armour,LEGS,128,60,3,Custom NM Drop,669,"NIN/SAM/DNC",268288
29749,warlords_cuisses,Warlord's Cuisses,Armour,LEGS,128,70,4,Custom NM Drop,757,"WAR/DRK/SAM",10369
29750,wanderers_sandals,Wanderer's Sandals,Armour,FEET,256,12,1,Regular Drop,424,"WHM/BLM/RDM/SMN/SCH/GEO",1589276
29751,grimwatcher_greaves,Grimwatcher Greaves,Armour,FEET,256,30,2,Regular Drop,481,"WAR/PLD/DRK/DRG/RUN",2105409
29752,fleetfoot_sollerets,Fleetfoot Sollerets,Armour,FEET,256,50,2,Regular Drop,576,"WAR/SAM/DRG/DRK/RUN",2107521
29753,thornwalker_boots,Thornwalker Boots,Armour,FEET,256,62,3,Custom NM Drop,689,"THF/NIN/DNC/BST",266496
29754,gravewarden_sabatons,Gravewarden Sabatons,Armour,FEET,256,70,4,Custom NM Drop,759,"DRK/WAR/SAM",10369
29755,rangers_gorget,Ranger's Gorget,Armour,NECK,512,20,2,Regular Drop,0,All Jobs,4194303
29756,ironhide_choker,Ironhide Choker,Armour,NECK,512,35,2,Regular Drop,0,All Jobs,4194303
29757,scholars_collar,Scholar's Collar,Armour,NECK,512,45,2,Regular Drop,0,All Jobs,4194303
29758,duelists_chain,Duelist's Chain,Armour,NECK,512,58,3,Regular Drop,0,All Jobs,4194303
29759,wardens_torque,Warden's Torque,Armour,NECK,512,68,3,Custom NM Drop,0,All Jobs,4194303
29760,cowhide_belt,Cowhide Belt,Armour,WAIST,1024,12,1,Regular Drop,0,All Jobs,4194303
29761,woven_cord,Woven Cord,Armour,WAIST,1024,25,1,Regular Drop,0,All Jobs,4194303
29762,mercenaries_sash,Mercenary's Sash,Armour,WAIST,1024,40,2,Regular Drop,0,All Jobs,4194303
29763,hexweave_obi,Hexweave Obi,Armour,WAIST,1024,55,2,Regular Drop,0,"BLM/RDM/SCH/GEO/SMN/WHM",1589276
29764,titans_girdle,Titan's Girdle,Armour,WAIST,1024,68,3,Custom NM Drop,0,"WAR/PLD/DRG/DRK/RUN",2105409
29765,copper_loop,Copper Loop,Armour,EAR,6144,10,1,Regular Drop,0,All Jobs,4194303
29766,mages_stud,Mage's Stud,Armour,EAR,6144,25,2,Regular Drop,0,All Jobs,4194303
29767,warriors_loop,Warrior's Loop,Armour,EAR,6144,35,2,Regular Drop,0,All Jobs,4194303
29768,keen_earring,Keen Earring,Armour,EAR,6144,50,2,Regular Drop,0,All Jobs,4194303
29769,hunters_earring,Hunter's Earring,Armour,EAR,6144,60,3,Custom NM Drop,0,All Jobs,4194303
29770,bronze_ring,Bronze Ring,Armour,RING,24576,10,1,Regular Drop,0,All Jobs,4194303
29771,apprentices_ring,Apprentice's Ring,Armour,RING,24576,20,1,Regular Drop,0,All Jobs,4194303
29772,soldiers_ring,Soldier's Ring,Armour,RING,24576,38,2,Regular Drop,0,All Jobs,4194303
29773,sorcerers_band,Sorcerer's Band,Armour,RING,24576,52,2,Regular Drop,0,All Jobs,4194303
29774,champions_ring,Champion's Ring,Armour,RING,24576,65,3,Custom NM Drop,0,All Jobs,4194303
29775,roughspun_cloak,Roughspun Cloak,Armour,BACK,32768,12,1,Regular Drop,0,All Jobs,4194303
29776,trackers_mantle,Tracker's Mantle,Armour,BACK,32768,30,2,Regular Drop,503,"RNG/BST/THF/COR/DNC",333088
29777,ironguard_cape,Ironguard Cape,Armour,BACK,32768,45,2,Regular Drop,503,"WAR/PLD/DRG/DRK/RUN",2105409
29778,spellward_mantle,Spellward Mantle,Armour,BACK,32768,55,3,Custom NM Drop,503,"WHM/BLM/RDM/SMN/SCH/GEO",1589276
29779,galeshroud_cloak,Galeshroud Cloak,Armour,BACK,32768,68,4,Custom NM Drop,503,All Jobs,4194303

==============================================================
  BATCH 2 - WEAPONS (IDs 29720-29729)
==============================================================

ID,InternalName,DisplayName,LevelReq,PowerTier,Source,ModelID,Jobs,DMG,Delay,DmgType,WeaponSkill,PrimaryStats,SecondaryStats,FlavorText
29720,ironwood_club,Ironwood Club,18,2,Regular Drop,413,"WHM/RDM/PLD/SCH/GEO/BLU",25,282,Blunt,Club,MND+2 / HP+15,-,"A sturdy club fashioned from ironwood root. Favoured by travelling healers who prefer something heavier than a wand."
29721,vipersting_dagger,Vipersting Dagger,25,2,Regular Drop,468,"THF/NIN/RDM/COR/DNC/BRD",28,210,Piercing,Dagger,DEX+3 / Accuracy+5,AGI+2,"A slender blade carved to resemble a viper's fang. Traders swear its strike carries a subtle numbing sting."
29722,dustcleave_greataxe,Dustcleave Greataxe,35,2,Regular Drop,487,"WAR/DRK",60,444,Slashing,Great Axe,STR+4 / Attack+10,-,"A broad two-handed axe whose blade is worn to a rough edge from overuse. Hard to argue with the results."
29723,wraithreap_scythe,Wraithreap Scythe,50,3,Custom NM Drop,561,"DRK",79,480,Slashing,Scythe,STR+4 / INT+3,Dark Magic Skill+5,"A wickedly curved scythe imbued with faint necrotic energy. Hums audibly in the presence of the recently deceased."
29724,thornlance,Thornlance,40,2,Regular Drop,539,"DRG/WAR",66,396,Piercing,Polearm,STR+3 / VIT+2,-,"A polearm tipped with a cluster of serrated thorns. Made by a retired drachen soldier with too much time and iron."
29725,ironknuckle_cestus,Ironknuckle Cestus,30,2,Regular Drop,476,"MNK/PUP",15,96,Blunt,H2H,STR+3,Subtle Blow+3,"Iron-capped knuckle guards that transmit impact with brutal efficiency. Standard equipment in the border monasteries."
29726,cobaltedge_sword,Cobaltedge Sword,45,2,Regular Drop,543,"WAR/PLD/RDM/NIN/BLU",40,240,Slashing,Sword,STR+3 / DEX+2,Accuracy+6,"A blade of deep blue steel that holds its edge remarkably well. Named for the cobalt ore used in its forging."
29727,ashlock_musket,Ashlock Musket,60,3,Custom NM Drop,673,"RNG/COR",60,528,Piercing,Marksmanship,AGI+4 / Ranged Accuracy+7,Ranged Attack+8,"A long-barrelled musket built from black ashwood and dark iron. Its report echoes further than most, they say."
29728,ironbone_greataxe,Ironbone Greataxe,65,4,Custom NM Drop,748,"WAR/DRK",93,444,Slashing,Great Axe,STR+6 / Attack+14,Critical Hit Rate+2%,"A greataxe reinforced with banded bone from a colossal beast. Carries the weight of something that refused to die easily."
29729,reedwhisper_bow,Reedwhisper Bow,25,1,Regular Drop,440,"RNG/COR",28,504,Ranged,Archery,AGI+2,Ranged Accuracy+4,"A simple recurve bow strung from dried reeds. Makes a whispering sound in flight. Cheap to replace and easy to carry."

==============================================================
  BATCH 2 - ARMOUR (IDs 29730-29779)
==============================================================

--- HEAD (5) ---

ID,InternalName,DisplayName,LevelReq,PowerTier,Source,ModelID,Jobs,DEF,PrimaryStats,SecondaryStats,FlavorText
29730,fieldwarden_cap,Fieldwarden Cap,12,1,Regular Drop,418,"BST/RNG/THF/DNC/COR",12,AGI+2 / HP+10,Evasion+3,"A battered leather cap worn by field wardens and game scouts. Smells faintly of wet bark and old sweat."
29731,scholars_mortarboard,Scholar's Mortarboard,28,2,Regular Drop,436,"SCH/BLM/WHM/SMN/GEO",17,INT+4 / MND+3,MP+20,"A stiff academic cap embroidered with old sigils. Uncomfortable to wear but appreciated by those who know what it means."
29732,brigands_bandana,Brigand's Bandana,42,2,Regular Drop,523,"THF/NIN/DNC/COR/RNG",22,DEX+4 / Accuracy+5,Evasion+4,"A dark cloth bandana knotted tight across the brow. A dozen different bandits have been hanged wearing one just like it."
29733,templar_crown,Templar Crown,55,3,Custom NM Drop,638,"WAR/PLD/RUN",33,VIT+5 / HP+30,Enmity+3,"A gilded crown of heavy iron plate bearing the crest of a disbanded holy order. Still inspires pause in those who recognise it."
29734,phantom_visor,Phantom Visor,68,3,Custom NM Drop,721,"BLU/RDM/DNC",30,DEX+4 / INT+3,Magic Accuracy+6,"A featureless visor that conceals the wearer's expression entirely. Unsettling in a melee and worse in a negotiation."

--- BODY (5) ---

ID,InternalName,DisplayName,LevelReq,PowerTier,Source,ModelID,Jobs,DEF,PrimaryStats,SecondaryStats,FlavorText
29735,ashgrain_vest,Ashgrain Vest,15,1,Regular Drop,420,"THF/RNG/NIN/DNC/BST/COR",20,HP+15,Evasion+4,"A vest stitched from rough ashgrain cloth. Offers little in the way of prestige but keeps the wearer moving freely."
29736,duskweave_robe,Duskweave Robe,30,2,Regular Drop,480,"BLM/SMN/SCH/GEO/RDM",28,INT+4 / MP+30,Elemental Magic Skill+5,"A robe dyed in deep twilight hues that fade into shadow at the edges. Woven through with faint channelling thread."
29737,ironguard_hauberk,Ironguard Hauberk,48,2,Regular Drop,562,"WAR/DRK/DRG/SAM",50,STR+3 / VIT+3,Accuracy+6,"A reinforced chainmail hauberk with overlapping iron plates at the shoulders. Trusted by career soldiers everywhere."
29738,cloistered_surcoat,Cloistered Surcoat,58,3,Custom NM Drop,659,"PLD/WHM/RDM/SCH",42,MND+5 / HP+40,Enmity+4 / Divine Magic Skill+6,"A surcoat bearing the seal of a mountain monastery. The cloth is heavy with blessing layered over generations."
29739,reavers_coat,Reaver's Coat,70,4,Custom NM Drop,756,"DRK/SAM/WAR",52,STR+5 / Attack+14,Critical Hit Rate+2%,"A long coat of blackened lamellar plates. The mark of a reaver—someone who has cut a path through stronger opponents."

--- HANDS (5) ---

ID,InternalName,DisplayName,LevelReq,PowerTier,Source,ModelID,Jobs,DEF,PrimaryStats,SecondaryStats,FlavorText
29740,tanners_gloves,Tanner's Gloves,12,1,Regular Drop,419,"BST/RNG/THF/DNC/COR/SAM",10,HP+8 / VIT+1,-,"Thick hide gloves worn by hunters and craftsmen. Not glamorous but they take a beating without complaint."
29741,ember_mitts,Ember Mitts,32,2,Regular Drop,486,"WAR/PLD/DRG/RUN/DRK",20,STR+3 / VIT+2,Fire Elemental Accuracy+4,"Gauntlets with copper-inlaid knuckles that warm slightly in combat. Popular with fighters who like a bit of theatre."
29742,spellthread_gloves,Spellthread Gloves,48,2,Regular Drop,558,"WHM/BLM/RDM/SCH/GEO/SMN",18,INT+3 / MND+3,Fast Cast+3,"Thin gloves woven from enchanted thread. Casters find that spells initiated through them arrive just a fraction sooner."
29743,duelists_gages,Duelist's Gages,60,3,Custom NM Drop,671,"RDM/BLU/COR",24,DEX+4 / INT+4,Magic Accuracy+7,"Close-fitting leather gages favoured by mage-swordsmen. Cut to allow precise gestures without exposing the wrists."
29744,ironwill_gauntlets,Ironwill Gauntlets,70,4,Custom NM Drop,752,"PLD/WAR/RUN",32,VIT+5 / Enmity+5,Shield Skill+6,"Gauntlets of folded steel with a rune of endurance hammered into each palm. To wear them is to refuse to fall."

--- LEGS (5) ---

ID,InternalName,DisplayName,LevelReq,PowerTier,Source,ModelID,Jobs,DEF,PrimaryStats,SecondaryStats,FlavorText
29745,herdsmans_trousers,Herdsman's Trousers,12,1,Regular Drop,422,"BST/WHM/RDM/BRD",15,HP+12 / MND+2,-,"Practical cotton trousers with reinforced knees. Originally made for herders who spend long seasons in the field."
29746,pathfinder_slops,Pathfinder Slops,28,2,Regular Drop,452,"RNG/COR/BST/DNC/THF",24,AGI+3,Evasion+6,"Loose-fitting slops with strapped cargo pockets on each thigh. Light enough to move fast, sturdy enough for rough terrain."
29747,ironweave_cuisses,Ironweave Cuisses,45,2,Regular Drop,536,"WAR/PLD/DRG/DRK/SAM/RUN",38,STR+3 / VIT+3,HP+20,"Cuisses of woven iron rings backed with thick felt. Standard melee armour for anyone past their first rank."
29748,shadowstep_hakama,Shadowstep Hakama,60,3,Custom NM Drop,669,"NIN/SAM/DNC",34,DEX+4 / AGI+4,Subtle Blow+4 / CHR+3 / Waltz Potency+3%,"Wide-legged hakama tailored for fast pivoting and low stances. Said to have belonged to a dancer who killed like a soldier."
29749,warlords_cuisses,Warlord's Cuisses,70,4,Custom NM Drop,757,"WAR/DRK/SAM",48,STR+5 / Attack+12,Double Attack+1%,"Cuisses stripped from a fallen warlord. The steel still bears the notches of an exceptional career."

--- FEET (5) ---

ID,InternalName,DisplayName,LevelReq,PowerTier,Source,ModelID,Jobs,DEF,PrimaryStats,SecondaryStats,FlavorText
29750,wanderers_sandals,Wanderer's Sandals,12,1,Regular Drop,424,"WHM/BLM/RDM/SMN/SCH/GEO",8,MP+12 / MND+2,-,"Open sandals reinforced with hardened straps. Worn by travelling scholars who value comfort over appearance."
